Comment,Time Stamp (sec),Temperature (K),Mag. Field (Oe),Pressure (Torr),Temp. Status (code),Mag Field Status (code),Chamber Status (code),Wavelength (nM),Track A raw (a.u.),Track A raw + off (a.u.),Track A mod (a.u.),Track A mod + off (a.u.),Track B raw (a.u.),Track B raw + off (a.u.),Track B mod (a.u.),Track B mod + off (a.u.),Track A+B raw (a.u.),Track A+B raw + off (a.u.),Track A+B mod (a.u.),Track A+B mod + off (a.u.),Raman Shift (cm-1),Plot number,Exposure (sec),Num Exposures,Cycle (sec),Grating,Rayleigh Wavelength (nM),Laser Power (mW),QMap1,QMap2,QMap3,QMap4,QMap5,QMap6,QMap7,QMap8,QMap9,QMap10,QMap11,QMap12,QMap13,QMap14,QMap15,QMap16
,3791213629.81310000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,521.8,12236,12236,140,140,285717,285717,73193,73193,297953,297953,73144,73144,-367.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81311000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,522.0,12235,12235,135,135,294211,294211,78025,78025,306446,306446,77970,77970,-358.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81312000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,522.3,12109,12109,5,5,304281,304281,84415,84415,316390,316390,84229,84229,-350.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81313000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,522.5,12282,12282,174,174,312530,312530,88964,88964,324812,324812,88946,88946,-341.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81314000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,522.8,12303,12303,191,191,322772,322772,95487,95487,335075,335075,95486,95486,-332.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81315000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,523.0,12308,12308,192,192,330298,330298,99276,99276,342606,342606,99275,99275,-323.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81316000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,523.2,12183,12183,63,63,341157,341157,106378,106378,353340,353340,106248,106248,-314.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81317000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,523.5,12317,12317,192,192,351207,351207,112653,112653,363524,363524,112652,112652,-305.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81318000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,523.7,12220,12220,91,91,361327,361327,118981,118981,373547,373547,118879,118879,-296.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81319000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,524.0,12305,12305,172,172,372097,372097,125959,125959,384402,384402,125937,125937,-287.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81320000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,524.2,12301,12301,164,164,383415,383415,133483,133483,395716,395716,133453,133453,-279.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81321000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,524.5,12341,12341,200,200,393973,393973,140247,140247,406314,406314,140252,140252,-270.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81322000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,524.7,12231,12231,86,86,404194,404194,146673,146673,416425,416425,146564,146564,-261.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81323000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,525.0,12367,12367,218,218,414913,414913,153597,153597,427280,427280,153619,153619,-252.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81324000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,525.2,12209,12209,55,55,427983,427983,162870,162870,440192,440192,162730,162730,-243.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81325000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,525.4,12399,12399,241,241,439793,439793,170884,170884,452192,452192,170929,170929,-234.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81326000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,525.7,12235,12235,73,73,449966,449966,177259,177259,462201,462201,177136,177136,-226.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81327000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,525.9,12425,12425,259,259,463350,463350,186845,186845,475775,475775,186908,186908,-217.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81328000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,526.2,12261,12261,90,90,475387,475387,195084,195084,487648,487648,194978,194978,-208.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81329000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,526.4,12386,12386,211,211,487116,487116,203014,203014,499502,499502,203029,203029,-199.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81330000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,526.7,12426,12426,247,247,502428,502428,214527,214527,514854,514854,214577,214577,-190.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81331000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,526.9,12333,12333,149,149,513854,513854,222154,222154,526187,526187,222106,222106,-182.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81332000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,527.1,12376,12376,188,188,525857,525857,230357,230357,538233,538233,230348,230348,-173.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81333000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,527.4,12332,12332,139,139,539975,539975,240675,240675,552307,552307,240617,240617,-164.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81334000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,527.6,12340,12340,143,143,555134,555134,252034,252034,567474,567474,251980,251980,-155.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81335000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,527.9,12359,12359,158,158,568618,568618,261718,261718,580977,580977,261678,261678,-147.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81336000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,528.1,12422,12422,216,216,578944,578944,268244,268244,591366,591366,268262,268262,-138.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81337000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,528.4,12348,12348,138,138,594723,594723,280222,280222,607071,607071,280162,280162,-129.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81338000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,528.6,12432,12432,217,217,607349,607349,289048,289048,619781,619781,289067,289067,-121.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81339000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,528.8,12343,12343,124,124,618066,618066,295965,295965,630409,630409,295890,295890,-112.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81340000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,529.1,12426,12426,202,202,635182,635182,309280,309280,647608,647608,309284,309284,-103.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81341000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,529.3,12380,12380,152,152,648671,648671,318969,318969,661051,661051,318923,318923,-95.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81342000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,529.6,12503,12503,270,270,662481,662481,328979,328979,674984,674984,329051,329051,-86.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81343000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,529.8,12452,12452,214,214,672772,672772,335470,335470,685224,685224,335487,335487,-77.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81344000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,530.1,12529,12529,287,287,681781,681781,340680,340680,694310,694310,340769,340769,-69.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81345000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,530.3,12387,12387,140,140,682069,682069,337169,337169,694456,694456,337111,337111,-60.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81346000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,530.5,12397,12397,146,146,679286,679286,330587,330587,691683,691683,330534,330534,-51.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81347000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,530.8,12476,12476,220,220,673017,673017,320519,320519,685493,685493,320541,320541,-43.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81348000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,531.0,12407,12407,146,146,672001,672001,315705,315705,684408,684408,315654,315654,-34.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81349000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,531.3,12484,12484,218,218,674668,674668,314575,314575,687152,687152,314595,314595,-25.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81350000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,531.5,12463,12463,193,193,679556,679556,315666,315666,692019,692019,315661,315661,-17.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81351000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,531.8,12498,12498,223,223,692214,692214,324527,324527,704712,704712,324553,324553,-8.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81352000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,532.0,12439,12439,159,159,712140,712140,340657,340657,724579,724579,340619,340619,0.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81353000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,532.2,12532,12532,247,247,726546,726546,351268,351268,739078,739078,351318,351318,8.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81354000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,532.5,12459,12459,170,170,739807,739807,360735,360735,752266,752266,360707,360707,17.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81355000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,532.7,12448,12448,154,154,750364,750364,367498,367498,762812,762812,367455,367455,25.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81356000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,533.0,12593,12593,294,294,763041,763041,376382,376382,775634,775634,376479,376479,34.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81357000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,533.2,12512,12512,208,208,774957,774957,384506,384506,787469,787469,384518,384518,42.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81358000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,533.5,12527,12527,218,218,802259,802259,408017,408017,814786,814786,408039,408039,51.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81359000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,533.7,12509,12509,196,196,833306,833306,435274,435274,845815,845815,435273,435273,59.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81360000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,533.9,12569,12569,251,251,878157,878157,476335,476335,890726,890726,476390,476390,68.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81361000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,534.2,12649,12649,326,326,918476,918476,512866,512866,931125,931125,512996,512996,77.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81362000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,534.4,12636,12636,308,308,962171,962171,552774,552774,974807,974807,552886,552886,85.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81363000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,534.7,12567,12567,234,234,994239,994239,581056,581056,1006806,1006806,581095,581095,94.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81364000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,534.9,12519,12519,182,182,1020900,1020900,603932,603932,1033419,1033419,603918,603918,102.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81365000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,535.2,12587,12587,245,245,1037611,1037611,616859,616859,1050198,1050198,616909,616909,111.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81366000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,535.4,12650,12650,303,303,1056314,1056314,631780,631780,1068964,1068964,631888,631888,119.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81367000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,535.6,12608,12608,256,256,1072090,1072090,643775,643775,1084698,1084698,643836,643836,127.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81368000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,535.9,12667,12667,310,310,1084419,1084419,652324,652324,1097086,1097086,652439,652439,136.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81369000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,536.1,12620,12620,259,259,1105575,1105575,669702,669702,1118195,1118195,669765,669765,144.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81370000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,536.4,12665,12665,299,299,1119055,1119055,679405,679405,1131720,1131720,679509,679509,153.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81371000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,536.6,12701,12701,330,330,1134546,1134546,691121,691121,1147247,1147247,691256,691256,161.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81372000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,536.9,12719,12719,343,343,1150270,1150270,703071,703071,1162989,1162989,703219,703219,170.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81373000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,537.1,12732,12732,351,351,1167853,1167853,716881,716881,1180585,1180585,717038,717038,178.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81374000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,537.3,12701,12701,316,316,1182758,1182758,728016,728016,1195459,1195459,728137,728137,187.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81375000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,537.6,12703,12703,313,313,1199569,1199569,741058,741058,1212272,1212272,741176,741176,195.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81376000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,537.8,12706,12706,311,311,1218270,1218270,755992,755992,1230976,1230976,756108,756108,203.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81377000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,538.1,12768,12768,368,368,1231232,1231232,765188,765188,1244000,1244000,765362,765362,212.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81378000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,538.3,12716,12716,311,311,1245386,1245386,775579,775579,1258102,1258102,775696,775696,220.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81379000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,538.6,12752,12752,342,342,1264926,1264926,791357,791357,1277678,1277678,791506,791506,229.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81380000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,538.8,12762,12762,348,348,1280568,1280568,803239,803239,1293330,1293330,803393,803393,237.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81381000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,539.0,12797,12797,378,378,1294884,1294884,813797,813797,1307681,1307681,813981,813981,245.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81382000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,539.3,12733,12733,309,309,1313882,1313882,829039,829039,1326615,1326615,829155,829155,254.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81383000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,539.5,12773,12773,344,344,1327128,1327128,838532,838532,1339901,1339901,838682,838682,262.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81384000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,539.8,12844,12844,410,410,1342619,1342619,850271,850271,1355463,1355463,850488,850488,270.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81385000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,540.0,12828,12828,390,390,1356295,1356295,860197,860197,1369123,1369123,860394,860394,279.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81386000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,540.3,12829,12829,386,386,1370149,1370149,870304,870304,1382978,1382978,870497,870497,287.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81387000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,540.5,12790,12790,342,342,1376235,1376235,872645,872645,1389025,1389025,872794,872794,295.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81388000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,540.7,12926,12926,473,473,1376235,1376235,868902,868902,1389161,1389161,869183,869183,304.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81389000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,541.0,12850,12850,392,392,1376235,1376235,865162,865162,1389085,1389085,865361,865361,312.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81390000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,541.2,12854,12854,391,391,1376235,1376235,861424,861424,1389089,1389089,861623,861623,320.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81391000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,541.5,12927,12927,460,460,1376235,1376235,857688,857688,1389162,1389162,857955,857955,328.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81392000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,541.7,12782,12782,310,310,1376235,1376235,853955,853955,1389017,1389017,854073,854073,337.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81393000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,542.0,12886,12886,409,409,1376235,1376235,850225,850225,1389121,1389121,850441,850441,345.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81394000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,542.2,12882,12882,400,400,1376235,1376235,846497,846497,1389117,1389117,846705,846705,353.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81395000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,542.4,12982,12982,495,495,1376235,1376235,842771,842771,1389217,1389217,843075,843075,362.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81396000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,542.7,12956,12956,465,465,1376235,1376235,839049,839049,1389191,1389191,839322,839322,370.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81397000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,542.9,12942,12942,446,446,1376235,1376235,835329,835329,1389177,1389177,835583,835583,378.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81398000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,543.2,12984,12984,483,483,1376235,1376235,831612,831612,1389219,1389219,831903,831903,386.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81399000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,543.4,12948,12948,442,442,1376235,1376235,827897,827897,1389183,1389183,828148,828148,395.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81400000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,543.7,13023,13023,512,512,1376235,1376235,824186,824186,1389258,1389258,824507,824507,403.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81401000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,543.9,13017,13017,501,501,1376235,1376235,820478,820478,1389252,1389252,820788,820788,411.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81402000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,544.1,13116,13116,596,596,1376235,1376235,816772,816772,1389351,1389351,817177,817177,419.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81403000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,544.4,13023,13023,498,498,1376235,1376235,813070,813070,1389258,1389258,813377,813377,427.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81404000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,544.6,13096,13096,566,566,1376235,1376235,809370,809370,1389331,1389331,809746,809746,436.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81405000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,544.9,13022,13022,487,487,1376235,1376235,805674,805674,1389257,1389257,805971,805971,444.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81406000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,545.1,13037,13037,497,497,1376235,1376235,801981,801981,1389272,1389272,802288,802288,452.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81407000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,545.4,13065,13065,521,521,1376235,1376235,798291,798291,1389300,1389300,798622,798622,460.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81408000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,545.6,13070,13070,521,521,1376235,1376235,794605,794605,1389305,1389305,794935,794935,468.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81409000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,545.8,13136,13136,582,582,1376235,1376235,790921,790921,1389371,1389371,791313,791313,476.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81410000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,546.1,13115,13115,556,556,1376235,1376235,787242,787242,1389350,1389350,787608,787608,485.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81411000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,546.3,13088,13088,524,524,1376235,1376235,783565,783565,1389323,1389323,783900,783900,493.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81412000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,546.6,13139,13139,571,571,1376235,1376235,779892,779892,1389374,1389374,780273,780273,501.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81413000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,546.8,13247,13247,674,674,1376235,1376235,776223,776223,1389482,1389482,776707,776707,509.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81414000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,547.1,13260,13260,682,682,1376235,1376235,772557,772557,1389495,1389495,773050,773050,517.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81415000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,547.3,13207,13207,624,624,1376235,1376235,768895,768895,1389442,1389442,769330,769330,525.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81416000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,547.5,13166,13166,579,579,1376235,1376235,765236,765236,1389401,1389401,765626,765626,533.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81417000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,547.8,13249,13249,657,657,1376235,1376235,761581,761581,1389484,1389484,762049,762049,541.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81418000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,548.0,13231,13231,634,634,1376235,1376235,757930,757930,1389466,1389466,758375,758375,549.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81419000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,548.3,13276,13276,674,674,1376235,1376235,754283,754283,1389511,1389511,754768,754768,558.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81420000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,548.5,13162,13162,556,556,1376235,1376235,750640,750640,1389397,1389397,751006,751006,566.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81421000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,548.8,13242,13242,631,631,1376235,1376235,747000,747000,1389477,1389477,747442,747442,574.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81422000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,549.0,13285,13285,669,669,1376235,1376235,743365,743365,1389520,1389520,743845,743845,582.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81423000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,549.2,13202,13202,581,581,1376235,1376235,739733,739733,1389437,1389437,740126,740126,590.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81424000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,549.5,13306,13306,681,681,1376235,1376235,736106,736106,1389541,1389541,736598,736598,598.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81425000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,549.7,13265,13265,635,635,1376235,1376235,732483,732483,1389500,1389500,732929,732929,606.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81426000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,550.0,13244,13244,609,609,1376235,1376235,728864,728864,1389479,1389479,729285,729285,614.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.81427000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,550.2,13296,13296,656,656,1376235,1376235,725249,725249,1389531,1389531,725717,725717,622.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
