Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3792809880.696,54.9539318084717,4284.0029296875,-8.57279619214007E-5,9.18461217144386E-7,1,4.99626677034896,40.0298881530762,1.99866816450229,15.7200004905462,-0.000466902528532525,-8.74826104828432E-5,0.25,3.06530361602102E-6,-8.38755294896044E-5,-5.81283211790243E-7,54.9538650512695,54.9538650512695,4271.86669921875,4296.13916015625,58.1641046300446,20.3215600306815,9.89999989542412E-6,0,0,0,200,54.5952987670898,1,6,14,2.22061157226562,52.2971649169922,,,,,,,,,,,,,,,,
,3792809885.6735,54.953893661499,4308.9794921875,-8.60331469025226E-5,1.01604912732823E-6,1,4.99626677034896,40.0298881530762,1.9986154181127,15.7200004905462,-0.000468345598830682,-8.87262065824135E-5,0.25,2.90314653901741E-6,-8.41674027418366E-5,-7.5221889300026E-7,54.9539985656738,54.9539985656738,4296.13916015625,4321.81982421875,58.7980053591408,20.3256441070996,9.89999989542412E-6,0,0,0,200,54.5969276428223,1,6,14,2.222900390625,52.2971649169922,,,,,,,,,,,,,,,,
,3792809890.683,54.9538154602051,4333.99340820313,-8.71800630774806E-5,9.10470332012119E-7,1,4.99626677034896,40.0298881530762,1.99868643589285,15.7200004905462,-0.000474807699440452,-8.90250352761508E-5,0.25,3.10591396229897E-6,-8.52967935665458E-5,-6.01763072941857E-7,54.9537887573242,54.9537887573242,4321.81982421875,4346.1669921875,58.3001079923908,20.3213605880795,9.89999989542412E-6,0,0,0,200,54.5996322631836,1,6,14,2.235107421875,52.2971649169922,,,,,,,,,,,,,,,,
,3792809895.675,54.9539585113525,4358.7099609375,-8.82638848776954E-5,9.48264735981494E-7,1,4.99626677034896,40.0298881530762,1.99861548739289,15.7200004905462,-0.00048118680535871,-8.7947848236488E-5,0.25,3.54804080089283E-6,-8.63745638040371E-5,-2.14824513728773E-7,54.9538421630859,54.9538421630859,4346.1669921875,4371.2529296875,58.1304946037177,20.3215070519086,9.89999989542412E-6,0,0,0,200,54.6011161804199,1,6,14,2.23526000976562,52.2971649169922,,,,,,,,,,,,,,,,
,3792809900.7175,54.9543762207031,4384.1025390625,-8.91115868957282E-5,9.69280064310782E-7,1,4.99626677034896,40.0298881530762,1.9986761629077,15.7200004905462,-0.000485266709097668,-9.12846508743177E-5,0.25,3.12121649373007E-6,-8.71854874371583E-5,-6.66907675292386E-7,54.9540748596191,54.9540748596191,4371.2529296875,4396.9521484375,58.4095359850831,20.322612102497,9.89999989542412E-6,0,0,0,200,54.6033554077148,1,6,14,2.2210693359375,52.7859268188477,,,,,,,,,,,,,,,,
,3792809905.7495,54.9547691345215,4409.41162109375,-9.00699427227949E-5,9.94389190579452E-7,1,4.99626677034896,40.0298881530762,1.99868309083521,15.7200004905462,-0.000491062756361483,-8.97192145407006E-5,0.25,3.62612184946721E-6,-8.81433735378262E-5,-2.1337218239495E-7,54.9546775817871,54.9546775817871,4396.9521484375,4421.87109375,58.4689397525447,20.3210918132114,9.89999989542412E-6,0,0,0,200,54.6038780212402,1,6,14,2.2222900390625,52.7859268188477,,,,,,,,,,,,,,,,
,3792809910.7155,54.9547958374023,4434.021484375,-9.114570140402E-5,8.52374196291895E-7,1,4.99626677034896,40.0298881530762,1.99863493536898,15.7200004905462,-0.000496469486422782,-9.27908354938665E-5,0.25,3.29873676103648E-6,-8.91811983946515E-5,-5.77842921057661E-7,54.9548606872559,54.9548606872559,4421.87109375,4446.171875,58.4134441276792,20.3207393669483,9.89999989542412E-6,0,0,0,200,54.6064300537109,1,6,14,2.22152709960938,52.7859268188477,,,,,,,,,,,,,,,,
,3792809915.656,54.9548358917236,4458.34765625,-9.14365278157076E-5,9.75841337033324E-7,1,4.99626677034896,40.0298881530762,1.99862490275305,15.7200004905462,-0.000497403746491678,-9.59824331338213E-5,0.25,2.77314785967114E-6,-8.9443935063265E-5,-1.10322062645539E-6,54.9547309875488,54.9547309875488,4446.171875,4470.5234375,58.3446608179869,20.3212321671897,9.89999989542412E-6,0,0,0,200,54.6074981689453,1,6,14,2.232666015625,52.7859268188477,,,,,,,,,,,,,,,,
,3792809920.623,54.9550323486328,4482.98046875,-9.19680172162882E-5,8.92620796675579E-7,1,4.99626677034896,40.0298881530762,1.99858549418364,15.7200004905462,-0.00049994760874735,-9.80566803823365E-5,0.25,2.50814667413102E-6,-8.9952685628396E-5,-1.38404470751606E-6,54.9549407958984,54.9549407958984,4470.5234375,4495.4375,58.3688913020831,20.3232395009115,9.89999989542412E-6,0,0,0,200,54.6090316772461,1,6,14,2.20748901367187,52.7859268188477,,,,,,,,,,,,,,,,
,3792809925.6225,54.9552688598633,4507.94555664063,-9.30999003011769E-5,1.01017443139066E-6,1,4.99626677034896,40.0298881530762,1.9986803493261,15.7200004905462,-0.000507177743825682,-9.45913911333667E-5,0.25,3.40440667376762E-6,-9.10964284757026E-5,-5.55393782901137E-7,54.9551239013672,54.9551239013672,4495.4375,4520.45361328125,58.4619050958716,20.3216766526809,9.89999989542412E-6,0,0,0,200,54.611141204834,1,6,14,2.2235107421875,52.7859268188477,,,,,,,,,,,,,,,,
